DDM,EXP,val,subj_idx,gLen
bias,oDel,0.03468883131876963,39,1
bias,cInfo,-0.07897079033919079,39,1
drift,0,-0.24632587965430508,3,6
drift,oDel,0.051699786033922855,3,6
drift,cInfo,-0.050334099671730706,3,6
thresh,0,0.8441637518753563,3,6
thresh,oDel,-0.002267528783971972,3,6
thresh,cInfo,0.0070254265684363965,3,6
bias,0,-0.07742815268738557,3,6
bias,oDel,0.017400991337797943,3,6
bias,cInfo,-0.224130898661395,3,6
drift,0,0.026523579879037387,3,1
drift,oDel,0.037632665209929715,3,1
drift,cInfo,0.4252277485704415,3,1
thresh,0,0.9322597048999544,3,1
thresh,oDel,0.0017740428735886964,3,1
thresh,cInfo,-0.024006145950515593,3,1
bias,0,0.11277763232807503,3,1
bias,oDel,0.02334782346465157,3,1
bias,cInfo,0.1228814175006745,3,1
drift,0,-0.2955647419876106,40,6
drift,oDel,0.032566531425476164,40,6
drift,cInfo,-0.8255343160521287,40,6
thresh,0,0.8295771686553333,40,6
thresh,oDel,3.2157806700852415e-4,40,6
thresh,cInfo,0.062475798762401356,40,6
bias,0,-0.03182618150192967,40,6
bias,oDel,0.010409012171118963,40,6
bias,cInfo,-0.14977130197804348,40,6
drift,0,0.018971723819822865,40,1
drift,oDel,0.07937814913616811,40,1
drift,cInfo,-0.1805794356112626,40,1
thresh,0,0.8119265558472014,40,1
thresh,oDel,0.001134978627345638,40,1
thresh,cInfo,0.0010598842642494351,40,1
bias,0,-0.07148547548167627,40,1
bias,oDel,0.004124164355626496,40,1
bias,cInfo,-0.09350116489903443,40,1
drift,0,-0.02638547528374749,41,6
drift,oDel,0.02448121241538831,41,6
drift,cInfo,-0.3557558252095935,41,6
thresh,0,0.8582250447165513,41,6
thresh,oDel,0.0021891699195637463,41,6
thresh,cInfo,-0.010300225731113865,41,6
bias,0,0.0026656388453062396,41,6
bias,oDel,0.009924207051540712,41,6
bias,cInfo,-0.14394268879085248,41,6
drift,0,-0.2349525970858813,41,1
drift,oDel,0.0385527806215773,41,1
drift,cInfo,0.27132099881091587,41,1
thresh,0,0.9011717225802912,41,1
thresh,oDel,0.001706953852502225,41,1
thresh,cInfo,-0.027026436997356563,41,1
bias,0,0.15156974347971475,41,1
bias,oDel,0.011411283155014012,41,1
bias,cInfo,0.17620018043552838,41,1
drift,0,0.10328810023740707,42,6
drift,oDel,0.04055959202094818,42,6
drift,cInfo,-1.0883782743433186,42,6
thresh,0,1.1998693002440388,42,6
thresh,oDel,0.0025674315057702974,42,6
thresh,cInfo,0.0738821201622233,42,6
bias,0,0.006896531348485668,42,6
bias,oDel,0.010499750890782812,42,6
bias,cInfo,0.2501162403811913,42,6
drift,0,-0.11396334545720319,42,1
drift,oDel,0.09627266398457487,42,1
drift,cInfo,0.12260339001077906,42,1
thresh,0,1.2216850018494438,42,1
thresh,oDel,-0.004356054469951831,42,1
thresh,cInfo,-0.14140653451043284,42,1
bias,0,0.021103033692231987,42,1
bias,oDel,0.006675065521558904,42,1
bias,cInfo,-0.2573640608389143,42,1
drift,0,-0.018098110965455598,43,6
drift,oDel,0.05480909869967413,43,6
drift,cInfo,0.12418746419653828,43,6
thresh,0,1.0563627611331516,43,6
thresh,oDel,-3.4089169426302794e-4,43,6
thresh,cInfo,-0.016752280032754127,43,6
bias,0,-0.09527014985217375,43,6
bias,oDel,0.012836804121176569,43,6
bias,cInfo,0.13412494726599639,43,6
drift,0,-6.022792533287892e-5,43,1
drift,oDel,0.06945633473441887,43,1
drift,cInfo,0.15894573190619338,43,1
thresh,0,1.0578424035642071,43,1
thresh,oDel,0.003794495728975003,43,1
thresh,cInfo,0.011776997476386237,43,1
bias,0,-0.06118439990597013,43,1
bias,oDel,0.0378268199616102,43,1
bias,cInfo,0.11495980826732644,43,1
drift,0,-0.01197859979840692,45,6
drift,oDel,0.03405370873887173,45,6
drift,cInfo,-0.4049120159915753,45,6
thresh,0,1.0496524189707253,45,6
thresh,oDel,-0.0017422215068124273,45,6
thresh,cInfo,-0.010849298976828303,45,6
bias,0,-0.09169248469881008,45,6
bias,oDel,0.0067768819047430385,45,6
bias,cInfo,0.26171630341100316,45,6
drift,0,-0.23077811459190162,45,1
drift,oDel,0.06120595109615665,45,1
drift,cInfo,-0.33494662381012263,45,1
thresh,0,1.1290452271183709,45,1
thresh,oDel,-0.002539257221951614,45,1
thresh,cInfo,-0.07611218920458769,45,1
bias,0,0.13396157046649226,45,1
bias,oDel,0.02970188408460144,45,1
bias,cInfo,0.03615861347514697,45,1
drift,0,-0.14148364076340353,46,6
drift,oDel,0.017854253521614988,46,6
drift,cInfo,-0.9506603299261409,46,6
thresh,0,0.7049204264590005,46,6
thresh,oDel,-0.00198659361671371,46,6
thresh,cInfo,-0.011684722287280154,46,6
bias,0,0.09366466568148457,46,6
bias,oDel,0.0055258043898113104,46,6
bias,cInfo,-0.015449918225451565,46,6
drift,0,0.2867700794415694,46,1
drift,oDel,0.07634459828748115,46,1
drift,cInfo,0.5505462260676666,46,1
thresh,0,1.0430447764942274,46,1
